priority_rank,priority_score,priority_tier,catalog,source_id,cohorts,cohort_ranks,cohort_count,cohort_score,visibility_score,quality_score,crossmatch_gap_score,priority_reasons,quality_flags,quality_flag_count,has_official_best_neighbour,has_fis_supplemental_match,has_any_gaia_hip_match,official_neighbourhood_ids,counterpart_ids,apparent_mag,r_pc_parallax,pm_total_masyr
2285,12.46,P4,hipparcos2,41689,high_pm,high_pm:266,1,8.46,4.0,0.0,0.0,high_pm_rank=266,,0,True,False,True,1090049716041842816,1090049716041842816,10.398500442504883,19.735544204711914,891.5627924605199
2286,12.46,P4,hipparcos2,56157,nearest,nearest:360,1,8.46,4.0,0.0,0.0,nearest_rank=360,,0,True,False,True,3592769731134725248,3592769731134725248,12.062399864196777,13.201319694519043,443.67935099573884
2287,12.4,P4,gaia_dr3,1051547052218220160,nearest,nearest:361,1,8.4,4.0,0.0,0.0,nearest_rank=361,,0,True,False,True,48714,48714,8.23116683959961,10.521031694774866,657.8290717115956
2288,12.388,P4,hipparcos2,31300,high_pm,high_pm:268,1,8.388,4.0,0.0,0.0,high_pm_rank=268,,0,True,False,True,5482827676662168832,5482827676662168832,11.640899658203125,16.455488204956055,889.8912498165155
2289,12.236,P4,hipparcos2,62882,high_pm,high_pm:300,1,7.236,0.0,5.0,0.0,high_pm_rank=300;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,3510294882898890880,3510294882898890880,8.462699890136719,95.23809814453125,849.4344344915622
2290,12.16,P4,gaia_dr3,2683023811628007296,nearest,nearest:365,1,8.16,4.0,0.0,0.0,nearest_rank=365,,0,True,False,True,108782,108782,8.403359413146973,10.574886074221185,531.3455083849269
2291,12.14,P4,hipparcos2,83207,brightest,brightest:432,1,4.14,8.0,0.0,0.0,brightest_rank=432,,0,True,False,True,1310284059748155136,1310284059748155136,3.911099910736084,47.52851486206055,54.753503084277625
2292,12.12,P4,hipparcos2,70497,nearest,nearest:449,1,3.12,9.0,0.0,0.0,nearest_rank=449,,0,True,False,True,1604859511344724864,1604859511344724864,4.151400089263916,14.530659675598145,463.32496684292767
2293,12.116,P4,hipparcos2,84988,high_pm,high_pm:220,1,10.116,2.0,0.0,0.0,high_pm_rank=220,,0,True,False,True,5801950515627094400,5801950515627094400,7.131100177764893,28.034765243530273,990.1543773068925
2294,12.1,P4,hipparcos2,100490,high_pm,high_pm:276,1,8.1,4.0,0.0,0.0,high_pm_rank=276,,0,True,False,True,6467586746181270528,6467586746181270528,10.687600135803223,19.387359619140625,874.4495583508519
2295,12.1,P4,hipparcos2,31862,nearest,nearest:366,1,8.1,4.0,0.0,0.0,nearest_rank=366,,0,True,False,True,5497072086021346688,5497072086021346688,9.901599884033203,13.299640655517578,393.98707554943985
2296,12.084,P4,gaia_dr3,5195968563310843008,high_pm,high_pm:332,1,6.084,6.0,0.0,0.0,high_pm_rank=332,,0,True,False,True,46120,46120,9.937886238098145,67.67739551469147,1253.3239911074463
2297,12.08,P4,hipparcos2,3170,high_pm,high_pm:221,1,10.08,2.0,0.0,0.0,high_pm_rank=221,,0,True,False,True,4906784051581971200,4906784051581971200,6.018700122833252,24.956327438354492,988.2090864285757
2298,12.02,P4,hipparcos2,52771,high_pm,high_pm:306,1,7.02,0.0,5.0,0.0,high_pm_rank=306;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,731253779217024640,731253779217024640,10.37279987335205,95.69377899169922,844.4068693467623
2299,12.0,P4,hipparcos2,17420,nearest,nearest:401,1,6.0,6.0,0.0,0.0,nearest_rank=401,,0,True,False,True,5107106033552702208,5107106033552702208,7.237199783325195,13.948945999145508,347.74902285987804
2300,11.96,P4,hipparcos2,56211,brightest,brightest:435,1,3.96,8.0,0.0,0.0,brightest_rank=435,,0,True,False,True,1061909811871141504,1061909811871141504,3.9165000915527344,102.14505004882812,45.241540645738404
2301,11.94,P4,gaia_dr3,3910661735547769344,high_pm,high_pm:336,1,5.94,6.0,0.0,0.0,high_pm_rank=336,,0,True,False,True,55988,55988,9.676806449890137,28.302807785586015,1250.4182555465209
2302,11.936,P4,hipparcos2,109821,high_pm,high_pm:225,1,9.936,2.0,0.0,0.0,high_pm_rank=225,,0,True,False,True,6569895822110445440,6569895822110445440,6.352099895477295,22.050718307495117,974.6865433050772
2303,11.92,P4,hipparcos2,83762,nearest,nearest:369,1,7.92,4.0,0.0,0.0,nearest_rank=369,,0,True,False,True,4568060562432051584,4568060562432051584,11.669699668884277,13.361839294433594,465.7161835281226
2304,11.9,P4,hipparcos2,18907,brightest,brightest:436,1,3.9,8.0,0.0,0.0,brightest_rank=436,,0,True,False,True,3297007356736766080,3297007356736766080,3.920300006866455,35.85514450073242,6.047048867009427
2305,11.84,P4,hipparcos2,44511,brightest,brightest:437,1,3.84,8.0,0.0,0.0,brightest_rank=437,,0,True,False,True,5330160246631998848,5330160246631998848,3.921099901199341,91.82736206054688,48.44135629810545
2306,11.8,P4,hipparcos2,19337,nearest,nearest:371,1,7.8,4.0,0.0,0.0,nearest_rank=371,,0,True,False,True,170639948323693952,170639948323693952,10.250200271606445,13.446281433105469,538.3759271178458
2307,11.78,P4,hipparcos2,93683,brightest,brightest:438,1,3.78,8.0,0.0,0.0,brightest_rank=438,,0,True,False,True,4081642115877635840,4081642115877635840,3.9214999675750732,43.55400848388672,95.95445221562154
2308,11.62,P4,hipparcos2,110443,nearest,nearest:374,1,7.62,4.0,0.0,0.0,nearest_rank=374,,0,True,False,True,6508401923473282432,6508401923473282432,9.089400291442871,13.53179931640625,298.03107522538653
2309,11.6,P4,gaia_dr3,1713631344821548544,brightest,brightest:441,1,3.6,8.0,0.0,0.0,brightest_rank=441,,0,True,False,True,70692,70692,3.7445456981658936,107.27831466347929,22.46973558481822
2310,11.544,P4,hipparcos2,15919,high_pm,high_pm:347,1,5.544,6.0,0.0,0.0,high_pm_rank=347,,0,True,False,True,5170039467784804096,5170039467784804096,7.997900009155273,15.391718864440918,802.4651295850805
2311,11.48,P4,hipparcos2,7618,high_pm,high_pm:321,1,6.48,0.0,5.0,0.0,high_pm_rank=321;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,5138895143797571712,5138895143797571712,11.876700401306152,46.232086181640625,824.5507099627044
2312,11.46,P4,gaia_dr3,1669449084967071872,nearest,nearest:410,1,5.46,4.0,2.0,0.0,nearest_rank=410;phot_variable,phot_variable,1,True,False,True,71898,71898,9.854037284851074,10.931464512902098,301.51405743609354
2313,11.42,P4,hipparcos2,95347,brightest,brightest:444,1,3.42,8.0,0.0,0.0,brightest_rank=444,,0,True,False,True,6713727061309245952,6713727061309245952,3.929500102996826,55.74135971069336,123.04740631155131
2314,11.38,P4,hipparcos2,12097,nearest,nearest:378,1,7.38,4.0,0.0,0.0,nearest_rank=378,,0,True,False,True,87921523897823872,87921523897823872,10.702500343322754,13.594345092773438,288.8868105331221
2315,11.36,P4,hipparcos2,78933,brightest,brightest:445,1,3.36,8.0,0.0,0.0,brightest_rank=445,,0,True,False,True,6244010505608714368,6244010505608714368,3.9307000637054443,144.5086669921875,25.13863162544851
2316,11.32,P4,hipparcos2,16711,nearest,nearest:379,1,7.32,4.0,0.0,0.0,nearest_rank=379,,0,True,False,True,4833654227548585856,4833654227548585856,8.683500289916992,13.607294082641602,508.6592975656692
2317,11.292,P4,hipparcos2,46191,high_pm,high_pm:354,1,5.292,0.0,0.0,6.0,high_pm_rank=354;fis_supplemental_only_match,,0,False,True,True,,5737852561135645952,9.770000457763672,43.402774810791016,794.9360963624687
2318,11.26,P4,gaia_dr3,6890353330746858368,high_pm,high_pm:466,1,1.26,10.0,0.0,0.0,high_pm_rank=466,,0,True,False,True,103388,103388,10.418878555297852,16.135208171313902,1125.0662312041586
2319,11.24,P4,gaia_dr3,1220404653534258816,brightest,brightest:447,1,3.24,8.0,0.0,0.0,brightest_rank=447,,0,True,False,True,78159,78159,3.756232738494873,74.1166317454753,98.77867092586885
2320,11.24,P4,hipparcos2,41312,brightest,brightest:447,1,3.24,8.0,0.0,0.0,brightest_rank=447,,0,True,False,True,5273030069128572928,5273030069128572928,3.9319000244140625,32.97065734863281,156.3594448698255
2321,11.228,P4,hipparcos2,95333,high_pm,high_pm:328,1,6.228,0.0,5.0,0.0,high_pm_rank=328;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,6663637743955008256,6663637743955008256,9.78909969329834,92.0810317993164,819.2969056453222
2322,11.22,P4,hipparcos2,77052,nearest,nearest:464,1,2.22,9.0,0.0,0.0,nearest_rank=464,,0,True,False,True,4423865487962417152,4423865487962417152,5.998300075531006,14.65845775604248,149.90269177036149
2323,11.192,P4,hipparcos2,65362,high_pm,high_pm:329,1,6.192,0.0,5.0,0.0,high_pm_rank=329;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,3608394512920061952,3608394512920061952,11.86970043182373,35.765380859375,819.1701221358113
2324,11.18,P4,hipparcos2,92862,brightest,brightest:448,1,3.18,8.0,0.0,0.0,brightest_rank=448,,0,True,False,True,2106630885454013184,2106630885454013184,3.934799909591675,91.40768432617188,84.71685841672837
2325,11.12,P4,hipparcos2,89215,high_pm,high_pm:331,1,6.12,0.0,5.0,0.0,high_pm_rank=331;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,4471568143540690816,4471568143540690816,10.499099731445312,64.18485260009766,818.7103686286134
2326,11.1,P4,hipparcos2,102485,nearest,nearest:466,1,2.1,9.0,0.0,0.0,nearest_rank=466,,0,True,False,True,6805455124526007424,6805455124526007424,4.23199987411499,14.67782211303711,164.9571920226578
2327,11.056,P4,hipparcos2,39987,high_pm,high_pm:305,1,7.056,4.0,0.0,0.0,high_pm_rank=305,,0,True,False,True,5320435203722048768,5320435203722048768,11.79539966583252,16.479894638061523,844.6012224712914
2328,10.98,P4,hipparcos2,4148,nearest,nearest:418,1,4.98,6.0,0.0,0.0,nearest_rank=418,,0,True,False,True,5031808453624044800,5031808453624044800,7.3028998374938965,14.172335624694824,621.0875864964619
2329,10.98,P4,gaia_dr3,4846689899968623744,nearest,nearest:418,1,4.98,4.0,2.0,0.0,nearest_rank=418;phot_variable,phot_variable,1,True,False,True,16536,16536,10.390617370605469,10.971207224404072,339.0718552203553
2330,10.964,P4,hipparcos2,104659,high_pm,high_pm:252,1,8.964,2.0,0.0,0.0,high_pm_rank=252,,0,True,False,True,1787990525934491776,1787990525934491776,7.484899997711182,34.364261627197266,907.5766229911391
2331,10.94,P4,hipparcos2,71865,brightest,brightest:452,1,2.94,8.0,0.0,0.0,brightest_rank=452,,0,True,False,True,6105713692544123520,6105713692544123520,3.942199945449829,103.95010375976562,42.85404064962836
2332,10.9,P4,gaia_dr3,6080301367488384896,high_pm,high_pm:476,1,0.9,10.0,0.0,0.0,high_pm_rank=476,,0,True,False,True,63833,63833,8.445794105529785,16.307839263070917,1118.5529116557193
2333,10.86,P4,gaia_dr3,3936909723803146368,nearest,nearest:420,1,4.86,6.0,0.0,0.0,nearest_rank=420,,0,True,False,True,64797,64797,6.29768180847168,10.98688334815039,689.1392158612039
2334,10.796,P4,hipparcos2,92656,high_pm,high_pm:340,1,5.796,0.0,5.0,0.0,high_pm_rank=340;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,6637022793692833024,6637022793692833024,12.195099830627441,25.906736373901367,807.5891075293177
2335,10.78,P4,gaia_dr3,1642642957122493824,nearest,nearest:388,1,6.78,4.0,0.0,0.0,nearest_rank=388,,0,True,False,True,79762,79762,9.618663787841797,10.764437688866247,491.14603908238075
2336,10.76,P4,hipparcos2,36046,brightest,brightest:455,1,2.76,8.0,0.0,0.0,brightest_rank=455,,0,True,False,True,873035017257455104,873035017257455104,3.950700044631958,36.900367736816406,148.682603219072
2337,10.724,P4,hipparcos2,28940,high_pm,high_pm:342,1,5.724,0.0,5.0,0.0,high_pm_rank=342;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,3318145192902885504,3318145192902885504,11.018600463867188,53.27650451660156,804.5613168056242
2338,10.7,P4,hipparcos2,94779,brightest,brightest:456,1,2.7,8.0,0.0,0.0,brightest_rank=456,,0,True,False,True,2139664063041544576,2139664063041544576,3.951200008392334,38.06623458862305,136.73190483570394
2339,10.684,P4,gaia_dr3,3566643651231641600,high_pm,high_pm:482,1,0.684,10.0,0.0,0.0,high_pm_rank=482,,0,True,False,True,54651,54651,8.795940399169922,19.87930660016119,1113.3523508245062
2340,10.68,P4,hipparcos2,37349,nearest,nearest:423,1,4.68,6.0,0.0,0.0,nearest_rank=423,,0,True,False,True,3057712223051571200,3057712223051571200,7.326600074768066,14.210600852966309,286.9731675610108
2341,10.68,P4,hipparcos2,28898,high_pm,high_pm:371,1,4.68,0.0,0.0,6.0,high_pm_rank=371;fis_supplemental_only_match,,0,False,True,True,,5494452847462040192,8.581399917602539,27.404767990112305,776.2675330709124
2342,10.66,P4,hipparcos2,37677,brightest,brightest:490,1,0.66,5.0,5.0,0.0,brightest_rank=490;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,5599824647403389952,5599824647403389952,4.015200138092041,1694.915283203125,6.4123396666115555
2343,10.592,P4,gaia_dr3,4857520536178521344,high_pm,high_pm:429,1,2.592,6.0,2.0,0.0,high_pm_rank=429;phot_variable,phot_variable,1,True,False,True,18180,18180,11.218517303466797,25.498166083167952,1159.0391848283891
2344,10.588,P4,hipparcos2,47690,high_pm,high_pm:318,1,6.588,4.0,0.0,0.0,high_pm_rank=318,,0,True,False,True,819750862709551360,819750862709551360,8.257699966430664,18.21825408935547,827.1872826029182
2345,10.58,P4,hipparcos2,98495,brightest,brightest:458,1,2.58,8.0,0.0,0.0,brightest_rank=458,,0,True,False,True,6368016725517046144,6368016725517046144,3.9530999660491943,32.216495513916016,155.41632475386876
2346,10.52,P4,gaia_dr3,6268770373590148224,high_pm,high_pm:431,1,2.52,8.0,0.0,0.0,high_pm_rank=431,,0,True,False,True,76976,76976,7.035969257354736,61.47323477433547,1155.7232562483598
2347,10.52,P4,hipparcos2,63003,brightest,brightest:459,1,2.52,8.0,0.0,0.0,brightest_rank=459,,0,True,False,True,6060547163656965120,6060547163656965120,3.9537999629974365,127.06480407714844,33.361092608006714
2348,10.44,P4,hipparcos2,81935,nearest,nearest:427,1,4.44,6.0,0.0,0.0,nearest_rank=427,,0,True,False,True,5970956070030449792,5970956070030449792,7.6645002365112305,14.263299942016602,63.648146084548294
2349,10.42,P4,gaia_dr3,2090085056523454464,nearest,nearest:394,1,6.42,4.0,0.0,0.0,nearest_rank=394,,0,True,False,True,91699,91699,10.201433181762695,10.797650130742857,300.43687571563106
2350,10.4,P4,hipparcos2,103577,high_pm,high_pm:351,1,5.4,0.0,5.0,0.0,high_pm_rank=351;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,1731398559374658944,1731398559374658944,12.104599952697754,31.725887298583984,796.0511302673968
2351,10.376,P4,hipparcos2,3185,high_pm,high_pm:435,1,2.376,2.0,0.0,6.0,high_pm_rank=435;fis_supplemental_only_match,,0,False,True,True,,2347427402266219008,6.278800010681152,28.885038375854492,731.8671368493054
2352,10.34,P4,hipparcos2,51069,brightest,brightest:462,1,2.34,8.0,0.0,0.0,brightest_rank=462,,0,True,False,True,3748360796947806208,3748360796947806208,3.956700086593628,71.78750610351562,151.81089058430558
2353,10.328,P4,hipparcos2,74419,high_pm,high_pm:353,1,5.328,0.0,5.0,0.0,high_pm_rank=353;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,1157100026750416640,1157100026750416640,12.506500244140625,148.8095245361328,795.6471132983517
2354,10.32,P4,gaia_dr3,746572522723948672,high_pm,high_pm:381,1,4.32,6.0,0.0,0.0,high_pm_rank=381,,0,True,False,True,49066,49066,11.0711669921875,27.501075160998106,1208.0247842100032
2355,10.316,P4,hipparcos2,51248,high_pm,high_pm:270,1,8.316,2.0,0.0,0.0,high_pm_rank=270,,0,True,False,True,834571523536798848,834571523536798848,6.555300235748291,22.90950584411621,884.0536208285106
2356,10.3,P4,hipparcos2,51525,high_pm,high_pm:326,1,6.3,4.0,0.0,0.0,high_pm_rank=326,,0,True,False,True,830239138487431808,830239138487431808,8.952099800109863,15.735641479492188,821.4534599720181
2357,10.3,P4,hipparcos2,65714,nearest,nearest:396,1,6.3,4.0,0.0,0.0,nearest_rank=396,,0,True,False,True,3637980103080627328,3637980103080627328,11.211899757385254,13.88888931274414,509.9696183107382
2358,10.288,P4,hipparcos2,30256,high_pm,high_pm:493,1,0.288,0.0,10.0,0.0,high_pm_rank=493;hip_solution_type_not_5,hip_solution_type_not_5,1,True,False,True,2936850125355960576,2936850125355960576,10.854900360107422,25.0,690.6132875929915
2359,10.24,P4,hipparcos2,78353,nearest,nearest:397,1,6.24,4.0,0.0,0.0,nearest_rank=397,,0,True,False,True,4347870370990204928,4347870370990204928,10.534600257873535,13.898541450500488,206.0284283782216
2360,10.22,P4,hipparcos2,9598,brightest,brightest:464,1,2.22,8.0,0.0,0.0,brightest_rank=464,,0,True,False,True,546439965996109696,546439965996109696,3.960200071334839,48.1695556640625,48.94522346460378
2361,10.16,P4,hipparcos2,116584,brightest,brightest:465,1,2.16,8.0,0.0,0.0,brightest_rank=465,,0,True,False,True,1939115478598580352,1939115478598580352,3.9695000648498535,26.406126022338867,451.4250109375864
2362,10.152,P4,hipparcos2,10449,high_pm,high_pm:219,1,10.152,0.0,0.0,0.0,high_pm_rank=219,,0,True,False,True,2494759795723713408,2494759795723713408,9.20419979095459,63.0119743347168,997.9400960979572
2363,10.14,P4,gaia_dr3,4610177733290768896,nearest,nearest:432,1,4.14,6.0,0.0,0.0,nearest_rank=432,,0,True,False,True,88972,88972,6.129807472229004,11.095900379859087,565.2370248601776
2364,10.12,P4,hipparcos2,46769,nearest,nearest:399,1,6.12,4.0,0.0,0.0,nearest_rank=399,,0,True,False,True,798914636327665536,798914636327665536,10.270000457763672,13.906270980834961,564.2765166122014
2365,10.1,P4,hipparcos2,22109,brightest,brightest:466,1,2.1,8.0,0.0,0.0,brightest_rank=466,,0,True,False,True,3225773709225508736,3225773709225508736,3.969599962234497,160.0,21.56186448338826
2366,10.04,P4,hipparcos2,112310,high_pm,high_pm:361,1,5.04,0.0,5.0,0.0,high_pm_rank=361;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,2649580550562004352,2649580550562004352,11.645000457763672,147.7104949951172,783.9234005947264
2367,10.012,P4,hipparcos2,1696,high_pm,high_pm:334,1,6.012,4.0,0.0,0.0,high_pm_rank=334,,0,True,False,True,4978671015158662528,4978671015158662528,10.469300270080566,17.132089614868164,817.6704950039472
2368,9.98,P4,hipparcos2,21393,brightest,brightest:468,1,1.98,8.0,0.0,0.0,brightest_rank=468,,0,True,False,True,4878631812268014464,4878631812268014464,3.9730000495910645,65.57376861572266,50.885472386526985
2369,9.92,P4,hipparcos2,72370,brightest,brightest:469,1,1.92,8.0,0.0,0.0,brightest_rank=469,,0,True,False,True,5773473920382493440,5773473920382493440,3.979599952697754,136.98629760742188,16.52727442744266
2370,9.86,P4,hipparcos2,8068,brightest,brightest:470,1,1.86,8.0,0.0,0.0,brightest_rank=470,,0,True,False,True,405987526029851264,405987526029851264,3.98009991645813,220.26431274414062,28.301028249871063
2371,9.84,P4,hipparcos2,101997,nearest,nearest:437,1,3.84,6.0,0.0,0.0,nearest_rank=437,,0,True,False,True,6854626246593473792,6854626246593473792,6.502900123596191,14.382281303405762,681.3994071761437
2372,9.78,P4,hipparcos2,3206,high_pm,high_pm:396,1,3.78,6.0,0.0,0.0,high_pm_rank=396,,0,True,False,True,369092520004831232,369092520004831232,7.502299785614014,17.328020095825195,756.6632125985774
2373,9.76,P4,hipparcos2,52596,nearest,nearest:405,1,5.76,4.0,0.0,0.0,nearest_rank=405,,0,True,False,True,5454500168322239872,5454500168322239872,11.273599624633789,14.003640174865723,234.5632281496825
2374,9.708,P4,gaia_dr3,6859076107589173120,high_pm,high_pm:398,1,3.708,6.0,0.0,0.0,high_pm_rank=398,,0,True,False,True,100568,100568,8.495107650756836,47.952535711337006,1186.9653010987286
2375,9.68,P4,hipparcos2,19343,brightest,brightest:473,1,1.68,8.0,0.0,0.0,brightest_rank=473,,0,True,False,True,246137776809763712,246137776809763712,3.9863998889923096,146.19882202148438,40.02280599858036
2376,9.66,P4,hipparcos2,47592,nearest,nearest:490,1,0.66,9.0,0.0,0.0,nearest_rank=490,,0,True,False,True,5663558453071724288,5663558453071724288,5.036600112915039,15.012761116027832,478.31277559772536
2377,9.64,P4,gaia_dr3,5657274198660921472,nearest,nearest:407,1,5.64,4.0,0.0,0.0,nearest_rank=407,,0,True,False,True,48659,48659,10.815969467163086,10.900721017240919,187.9259566604102
2378,9.64,P4,hipparcos2,47741,nearest,nearest:407,1,5.64,4.0,0.0,0.0,nearest_rank=407,,0,True,False,True,646818024623804416,646818024623804416,12.037799835205078,14.027212142944336,593.5593560883359
2379,9.612,P4,hipparcos2,86431,high_pm,high_pm:234,1,9.612,0.0,0.0,0.0,high_pm_rank=234,,0,True,False,True,1342299192648782592,1342299192648782592,8.511500358581543,55.3403434753418,959.7111845758598
2380,9.58,P4,hipparcos2,15638,nearest,nearest:408,1,5.58,4.0,0.0,0.0,nearest_rank=408,,0,True,False,True,567659818855055488,567659818855055488,11.24590015411377,14.04297161102295,499.11618777595265
2381,9.576,P4,hipparcos2,72726,high_pm,high_pm:235,1,9.576,0.0,0.0,0.0,high_pm_rank=235,,0,True,False,True,1698467120968386688,1698467120968386688,10.976799964904785,46.06172561645508,958.6783303068866
2382,9.572,P4,hipparcos2,108200,high_pm,high_pm:374,1,4.572,0.0,5.0,0.0,high_pm_rank=374;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,1946297900868982016,1946297900868982016,11.132100105285645,81.1030044555664,773.9375107203424
2383,9.56,P4,hipparcos2,110035,high_pm,high_pm:291,1,7.56,2.0,0.0,0.0,high_pm_rank=291,,0,True,False,True,2733790256348020608,2733790256348020608,7.16949987411499,31.03662109375,857.6123847053516
2384,9.504,P4,hipparcos2,117159,high_pm,high_pm:237,1,9.504,0.0,0.0,0.0,high_pm_rank=237,,0,True,False,True,2867826668010103040,2867826668010103040,8.536399841308594,28.587764739990234,948.5179767405571
2385,9.5,P4,hipparcos2,2072,brightest,brightest:476,1,1.5,8.0,0.0,0.0,brightest_rank=476,,0,True,False,True,4992538055808271360,4992538055808271360,3.9946000576019287,23.809524536132812,110.95973368749584
2386,9.48,P4,hipparcos2,49081,nearest,nearest:493,1,0.48,9.0,0.0,0.0,nearest_rank=493,,0,True,False,True,746545172372256384,746545172372256384,5.509399890899658,15.046645164489746,680.290344852843
2387,9.38,P4,hipparcos2,71536,brightest,brightest:478,1,1.38,8.0,0.0,0.0,brightest_rank=478,,0,True,False,True,5899408305748518528,5899408305748518528,3.9964001178741455,96.89923095703125,40.36359746107872
2388,9.34,P4,hipparcos2,25220,nearest,nearest:412,1,5.34,4.0,0.0,0.0,nearest_rank=412,,0,True,False,True,3394298532176344960,3394298532176344960,8.058799743652344,14.08450698852539,253.98364770197313
2389,9.28,P4,gaia_dr3,1471777269618346240,nearest,nearest:413,1,5.28,4.0,0.0,0.0,nearest_rank=413,,0,True,False,True,66459,66459,8.357505798339844,10.942403951320273,325.2428278286293
2390,9.28,P4,hipparcos2,87938,nearest,nearest:413,1,5.28,4.0,0.0,0.0,nearest_rank=413,,0,True,False,True,1350714133093019904,1350714133093019904,11.731800079345703,14.086491584777832,580.2966211343987
2391,9.248,P4,hipparcos2,24301,high_pm,high_pm:383,1,4.248,0.0,5.0,0.0,high_pm_rank=383;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,3407792804024921344,3407792804024921344,9.951600074768066,34.94060134887695,766.2150792042663
2392,9.22,P4,hipparcos2,93206,nearest,nearest:414,1,5.22,4.0,0.0,0.0,nearest_rank=414,,0,True,False,True,6662167868705713664,6662167868705713664,11.167799949645996,14.094432830810547,518.4045722213492
2393,9.18,P4,gaia_dr3,5528866839863569024,nearest,nearest:448,1,3.18,6.0,0.0,0.0,nearest_rank=448,,0,True,False,True,42808,42808,6.284585952758789,11.19166115478621,454.3277938939068
2394,9.18,P4,hipparcos2,78775,nearest,nearest:448,1,3.18,6.0,0.0,0.0,nearest_rank=448,,0,True,False,True,1379500756257031808,1379500756257031808,6.7993998527526855,14.520110130310059,573.4734884892239
2395,9.16,P4,gaia_dr3,1431783457574556672,nearest,nearest:415,1,5.16,4.0,0.0,0.0,nearest_rank=415,,0,True,False,True,82257,82257,12.278973579406738,10.948110753652015,325.61116271305406
2396,9.12,P4,hipparcos2,3583,nearest,nearest:499,1,0.12,9.0,0.0,0.0,nearest_rank=499,,0,True,False,True,4975284381908412672,4975284381908412672,5.925099849700928,15.158405303955078,200.15827787028945
2397,9.112,P4,hipparcos2,73786,high_pm,high_pm:359,1,5.112,4.0,0.0,0.0,high_pm_rank=359,,0,True,False,True,1156846524895814144,1156846524895814144,9.912400245666504,18.587360382080078,789.457812742391
2398,9.104,P4,hipparcos2,54639,high_pm,high_pm:387,1,4.104,0.0,5.0,0.0,high_pm_rank=387;parallax_frac_error_gt_0p1,parallax_frac_error_gt_0p1,1,True,False,True,3817965105665685504,3817965105665685504,11.521499633789062,63.73486328125,762.0771914314192
2399,9.04,P4,hipparcos2,112774,nearest,nearest:417,1,5.04,4.0,0.0,0.0,nearest_rank=417,,0,True,False,True,2611163717366876544,2611163717366876544,9.939200401306152,14.130281448364258,149.24125602526937
2400,8.968,P4,hipparcos2,8691,high_pm,high_pm:363,1,4.968,4.0,0.0,0.0,high_pm_rank=363,,0,True,False,True,2460983348274381696,2460983348274381696,11.8725004196167,16.567262649536133,782.6663826305561
2401,8.86,P4,hipparcos2,61901,nearest,nearest:420,1,4.86,4.0,0.0,0.0,nearest_rank=420,,0,True,False,True,3934198156329809152,3934198156329809152,8.035200119018555,14.178363800048828,392.2837826115171
2402,8.844,P4,hipparcos2,69963,high_pm,high_pm:422,1,2.844,0.0,0.0,6.0,high_pm_rank=422;fis_supplemental_only_match,,0,False,True,True,,1484835722545108096,11.593899726867676,36.737693786621094,739.82284582189
2403,8.824,P4,hipparcos2,81018,high_pm,high_pm:367,1,4.824,4.0,0.0,0.0,high_pm_rank=367,,0,True,False,True,4459548626016199168,4459548626016199168,12.187399864196777,16.770082473754883,778.918283839839
2404,8.772,P4,hipparcos2,95223,high_pm,high_pm:424,1,2.772,0.0,0.0,6.0,high_pm_rank=424;fis_supplemental_only_match,,0,False,True,True,,2049291147911633152,9.944100379943848,29.647199630737305,738.4477319350368
2405,8.76,P4,gaia_dr3,145421309108301184,nearest,nearest:455,1,2.76,6.0,0.0,0.0,nearest_rank=455,,0,True,False,True,20917,20917,7.704111576080322,11.229065101052901,187.04504047169004
2406,8.74,P4,hipparcos2,67691,nearest,nearest:422,1,4.74,4.0,0.0,0.0,nearest_rank=422,,0,True,False,True,1510834911934401152,1510834911934401152,8.931300163269043,14.204545021057129,443.9818700127292
2407,8.696,P4,hipparcos2,3086,high_pm,high_pm:315,1,6.696,2.0,0.0,0.0,high_pm_rank=315,,0,True,False,True,2550696212836482944,2550696212836482944,7.476399898529053,49.38271713256836,836.3767926598633
2408,8.56,P4,gaia_dr3,772430527947893632,nearest,nearest:425,1,4.56,4.0,0.0,0.0,nearest_rank=425,,0,True,False,True,57050,57050,10.58210563659668,11.02662222741697,582.4911267927141
